Id,SalePrice
1461,141526.81428571427
1462,156642.25238095238
1463,183336.36309523814
1464,183311.9166666667
1465,205465.99047619046
1466,187213.22500000003
1467,172072.73333333337
1468,173027.4166666667
1469,197349.8178571429
1470,130363.40714285715
1471,206055.50714285718
1472,111584.97142857143
1473,111771.3880952381
1474,148006.18095238094
1475,146635.0714285714
1476,321528.9095238096
1477,252321.2547619048
1478,291545.8095238095
1479,302735.27380952385
1480,385723.49738095235
1481,308966.7678571429
1482,207195.10952380954
1483,181594.02023809528
1484,182710.19523809524
1485,186271.65000000002
1486,196802.88571428572
1487,297285.42142857146
1488,244160.49404761897
1489,214548.0119047619
1490,209799.62500000006
1491,202329.9523809523
1492,116523.0238095238
1493,168367.09761904762
1494,291420.29285714275
1495,278935.22738095233
1496,225455.52261904764
1497,192773.89047619043
1498,165891.65714285712
1499,164061.39523809523
1500,154267.1476190476
1501,169639.19166666665
1502,174807.2952380952
1503,264693.1761904762
1504,232960.62738095236
1505,221671.19047619044
1506,179101.3880952381
1507,228259.1535714286
1508,201395.23214285713
1509,155756.07857142857
1510,149773.89285714287
1511,150048.3738095238
1512,171660.45000000004
1513,148751.42142857143
1514,165964.27619047614
1515,202235.8880952381
1516,156755.32857142852
1517,156541.77000000002
1518,146772.6595238095
1519,226069.58095238096
1520,140075.36428571425
1521,144895.50238095236
1522,163653.76904761908
1523,119015.09047619048
1524,124385.16428571429
1525,131066.60476190475
1526,128792.85000000002
1527,121482.27142857143
1528,135501.55714285714
1529,142610.41428571427
1530,162328.72142857144
1531,140163.0952380952
1532,118552.20476190477
1533,137765.18333333335
1534,119747.45714285714
1535,153377.23809523808
1536,129163.57142857143
1537,132340.67857142858
1538,177551.44047619044
1539,211594.4952380952
1540,140511.29285714286
1541,152677.38095238095
1542,140828.4428571429
1543,197272.8523809524
1544,98525.84523809524
1545,108943.14523809525
1546,127534.99523809523
1547,132601.99761904762
1548,129082.81666666668
1549,122969.2380952381
1550,141478.05714285714
1551,132225.1261904762
1552,163192.3880952381
1553,141911.6261904762
1554,121571.19285714286
1555,169874.09285714285
1556,118765.60000000002
1557,138408.5238095238
1558,104978.66190476192
1559,129184.3261904762
1560,151059.10238095233
1561,173239.5047619048
1562,125281.56904761908
1563,121318.13333333335
1564,159174.73095238095
1565,152095.8238095238
1566,218309.99047619055
1567,101231.3
1568,207555.6035714286
1569,163277.82619047616
1570,139081.25952380954
1571,135403.26904761905
1572,141248.43571428573
1573,232684.93333333335
1574,132955.5595238095
1575,216383.5023809524
1576,240345.33690476193
1577,195215.13571428566
1578,144200.42857142858
1579,144206.89523809523
1580,194845.0869047619
1581,146189.35952380954
1582,125997.33809523811
1583,300791.2428571428
1584,235432.31785714286
1585,153103.82857142857
1586,95580.76904761903
1587,113509.00476190478
1588,146270.88333333333
1589,117845.84761904762
1590,137364.15476190473
1591,110410.7619047619
1592,136294.90714285715
1593,124337.89523809525
1594,146980.74285714282
1595,134996.24761904762
1596,215535.3523809524
1597,181255.09523809524
1598,190559.47738095242
1599,195093.30952380953
1600,195398.07857142854
1601,94309.8857142857
1602,129023.41904761906
1603,120923.90952380952
1604,259188.61190476193
1605,253655.41785714286
1606,167944.5940476191
1607,187912.85476190477
1608,228030.94285714292
1609,196043.87857142856
1610,162087.8535714286
1611,149402.2404761905
1612,189208.25595238098
1613,176790.26428571434
1614,128405.20476190477
1615,101282.65238095238
1616,95744.73333333332
1617,106482.28809523808
1618,124772.93571428572
1619,138150.35952380954
1620,178621.86309523808
1621,145741.63571428572
1622,144353.4904761905
1623,258370.1178571429
1624,208749.37142857147
1625,131885.08571428573
1626,177167.96666666667
1627,187704.32142857145
1628,260874.83571428573
1629,189089.15714285715
1630,311402.92619047617
1631,205745.7095238095
1632,239653.6607142857
1633,178743.7738095238
1634,185301.1738095238
1635,176319.3285714286
1636,160311.54523809525
1637,191275.55714285714
1638,221066.11428571428
1639,176970.45952380952
1640,235799.2785714286
1641,180003.55357142864
1642,237694.78928571427
1643,224539.65119047614
1644,223126.34880952377
1645,183046.3785714286
1646,159260.65476190476
1647,180735.68333333332
1648,136742.30952380953
1649,136880.53333333333
1650,125712.65238095238
1651,128596.24285714283
1652,111266.30714285717
1653,109287.49761904766
1654,156224.32142857136
1655,164458.94285714283
1656,149927.0714285714
1657,154888.18809523806
1658,155210.3833333333
1659,147566.69285714286
1660,161483.92380952384
1661,376892.7557142857
1662,315218.62142857147
1663,353066.59523809527
1664,390789.74976190476
1665,306164.54047619045
1666,321325.11904761905
1667,314646.6880952381
1668,307628.24999999994
1669,273978.09523809527
1670,326926.2452380953
1671,264107.47142857144
1672,377727.37976190477
1673,275235.91428571433
1674,260166.9452380952
1675,192219.50238095244
1676,195614.7761904762
1677,208977.80238095243
1678,407209.3107142857
1679,360731.25357142853
1680,299581.1738095238
1681,247433.17380952378
1682,308595.18809523806
1683,192516.14285714287
1684,184904.87261904762
1685,175887.9702380953
1686,185605.27857142856
1687,177250.37023809523
1688,194545.54642857143
1689,193335.97738095233
1690,192048.7357142857
1691,186625.46666666665
1692,249221.7297619048
1693,177120.51547619046
1694,176053.45714285717
1695,171459.1809523809
1696,258066.77619047623
1697,170737.35238095236
1698,308052.74047619046
1699,308889.394047619
1700,248089.75833333327
1701,258640.64642857137
1702,264203.61190476187
1703,253132.11904761902
1704,286634.3309523809
1705,223093.68690476188
1706,367194.84404761903
1707,211703.83809523802
1708,210718.01666666663
1709,266924.8761904762
1710,230294.45714285705
1711,263194.18571428565
1712,256101.6619047619
1713,275218.95714285714
1714,221750.83095238093
1715,199135.00000000003
1716,190601.7071428571
1717,175155.36904761905
1718,144656.33809523808
1719,208379.63095238095
1720,260085.09166666665
1721,182513.55238095237
1722,137560.89047619046
1723,157873.72380952383
1724,220065.6809523809
1725,234993.3976190476
1726,188018.37261904762
1727,171226.05952380953
1728,197130.32023809524
1729,163257.50476190474
1730,176273.16309523807
1731,125351.25952380954
1732,141795.82619047616
1733,127137.36428571428
1734,133365.60952380954
1735,137551.4642857143
1736,119642.6761904762
1737,321522.4976190475
1738,216457.82976190475
1739,270542.1857142857
1740,207956.96666666667
1741,183050.31428571432
1742,168420.55476190476
1743,178595.43333333332
1744,295276.4023809524
1745,228387.23809523816
1746,236741.76428571425
1747,225053.4476190476
1748,199450.96428571426
1749,160472.3833333333
1750,145642.41428571427
1751,222505.63809523807
1752,124950.8952380952
1753,153545.10238095236
1754,213233.92619047617
1755,174194.96761904765
1756,126292.27380952383
1757,121905.76904761903
1758,162324.0738095238
1759,158077.09999999998
1760,162659.2452380953
1761,147353.16428571427
1762,182009.2714285715
1763,159479.78809523812
1764,125821.44523809526
1765,180433.33333333337
1766,170710.10714285716
1767,200689.86428571434
1768,147689.8666666667
1769,180268.46666666665
1770,148808.9642857143
1771,136103.15000000002
1772,140146.32380952383
1773,140162.55238095237
1774,156612.62857142853
1775,132352.50714285718
1776,121466.77142857143
1777,114818.21666666669
1778,134296.05476190476
1779,134520.3023809524
1780,186880.20476190475
1781,136905.3047619048
1782,106060.9380952381
1783,148463.59047619047
1784,114054.16190476193
1785,136415.80476190476
1786,154219.4952380952
1787,178761.07380952383
1788,97171.32142857143
1789,117407.94523809521
1790,100375.44047619049
1791,205540.42380952384
1792,149343.00714285718
1793,152722.65714285712
1794,140419.3714285714
1795,140232.01428571428
1796,140637.78095238094
1797,139461.5261904762
1798,125733.71428571429
1799,113304.78809523811
1800,132189.18571428573
1801,136363.78333333335
1802,142703.46428571426
1803,153403.6809523809
1804,140691.4080952381
1805,138067.39761904764
1806,125232.6023809524
1807,149437.44999999998
1808,125691.43809523809
1809,139393.78095238094
1810,142264.09761904762
1811,126121.78571428571
1812,112153.69761904763
1813,122718.69285714289
1814,106507.80238095237
1815,86918.50476190477
1816,108298.52142857145
1817,153419.74523809523
1818,165235.67857142852
1819,138923.7333333333
1820,96033.09523809524
1821,131334.6476190476
1822,161619.3166666667
1823,90445.91666666666
1824,137334.16666666666
1825,143573.49285714285
1826,113817.2380952381
1827,114152.74285714288
1828,138102.7404761905
1829,138925.36428571425
1830,142983.6261904762
1831,172646.30952380953
1832,144353.75238095236
1833,149062.6
1834,135072.60714285713
1835,177329.9261904762
1836,131991.7785714286
1837,110834.11428571428
1838,128287.42142857143
1839,98320.60476190476
1840,144100.2023809524
1841,143753.87619047618
1842,102246.9404761905
1843,151201.17619047617
1844,139673.5866666667
1845,147272.98809523805
1846,153424.64047619049
1847,153958.51190476192
1848,85777.79523809523
1849,121092.03333333331
1850,130486.34047619051
1851,146147.10000000003
1852,137442.89523809525
1853,153327.2785714286
1854,185173.31547619044
1855,156422.20952380955
1856,223281.56309523806
1857,177873.36428571428
1858,170348.88214285712
1859,138392.8476190476
1860,155302.27952380956
