Id,SalePrice
1461,126967.75438808085
1462,152383.12865658925
1463,187232.24367134814
1464,197462.77939848823
1465,177024.2966574068
1466,177671.2413302628
1467,174829.03340310176
1468,169748.99143562376
1469,176714.30709273703
1470,128343.44748054292
1471,209416.41679116452
1472,93476.51037926848
1473,99417.99642046962
1474,148472.09693417716
1475,125238.576188896
1476,392082.66867608175
1477,250522.68361115793
1478,317305.421370841
1479,268774.3553845
1480,506157.72822688095
1481,303668.81585608487
1482,208411.3175918094
1483,175942.09423466763
1484,158853.06427325858
1485,182610.7123513203
1486,192928.37845150413
1487,305610.6780831747
1488,224265.3741721393
1489,208637.89489523476
1490,232165.60757410573
1491,185980.63719510613
1492,103616.10349891713
1493,177818.33546682115
1494,305614.553666718
1495,288226.7970647319
1496,237051.63224061028
1497,165812.6431964084
1498,158982.17284427132
1499,148612.21812646676
1500,155492.34398942944
1501,164757.94597598418
1502,157004.11094035552
1503,287268.50440755655
1504,240415.8795815389
1505,214796.74860130457
1506,179181.28521493034
1507,270514.7900575604
1508,193491.43942538244
1509,164713.76332278363
1510,147870.23043369327
1511,149770.24571661296
1512,165179.99246577712
1513,147365.6694474925
1514,151966.42340809078
1515,178905.45962177904
1516,155189.95241436458
1517,165355.32008540505
1518,131223.13336274298
1519,236563.72609606807
1520,139033.16564834453
1521,136196.4546975388
1522,158761.13425126928
1523,99993.51304161003
1524,113940.85671927345
1525,122315.62648959995
1526,122932.79607837567
1527,109938.97523824411
1528,130126.54670948337
1529,141786.70481664347
1530,170020.83344019746
1531,139399.2897937068
1532,102557.8091437755
1533,144748.99235708851
1534,114835.7910222482
1535,146845.61346314708
1536,115759.20167434968
1537,83960.70658473077
1538,154846.06603039126
1539,179162.50325687343
1540,119563.97114054613
1541,139541.63892795253
1542,134045.309040952
1543,219108.15478383598
1544,73478.72590130924
1545,102975.40079237826
1546,131038.75503798312
1547,141472.06036114655
1548,134281.00129164103
1549,121177.96692511966
1550,145697.34833529688
1551,115260.67945160874
1552,151157.51967021154
1553,148825.9217320629
1554,113706.44532484892
1555,176636.70079037527
1556,103298.13254704382
1557,121965.33505471464
1558,80901.29725754003
1559,103430.8509317612
1560,140862.7660649106
1561,144450.25823112304
1562,120669.5350993225
1563,126316.79119509687
1564,175490.83147195014
1565,160995.98676967886
1566,219348.2173281187
1567,73808.83439795957
1568,249276.99355590448
1569,152332.16070257858
1570,144531.63313418085
1571,128448.61856736412
1572,148557.50456835897
1573,266463.2169070249
1574,118148.2231540846
