Id,SalePrice
1461,140975.94039324886
1462,159609.85571050693
1463,188913.23948715982
1464,197945.12962521223
1465,180749.9227505363
1466,183526.39086593184
1467,172696.26585879404
1468,171614.94443808566
1469,188004.33149333906
1470,130003.60628826889
1471,214672.12961681065
1472,95810.78419389218
1473,102551.5187334012
1474,157904.38873895392
1475,127054.82744513296
1476,379649.7112264818
1477,258558.6994119572
1478,293793.1390957406
1479,292149.6541991389
1480,488879.29804168566
1481,313104.8412085918
1482,203537.9599582265
1483,180538.15417888615
1484,170959.93766623916
1485,178735.05334845444
1486,193552.503961575
1487,330726.1355904561
1488,220825.89903791933
1489,215713.50080744884
1490,236233.58874847423
1491,188645.98480592598
1492,90401.49579725452
1493,191988.80687496046
1494,295796.799748764
1495,277781.4475380633
1496,250286.58610256453
1497,185195.8553260037
1498,157768.4317882429
1499,153817.42901201238
1500,157149.21165984124
1501,169353.34362501634
1502,161364.1473416584
1503,314223.34470915253
1504,236355.52817006578
1505,219858.79857439644
1506,173362.3529502413
1507,235558.2649636052
1508,193780.7430934169
1509,159886.79496551733
1510,147954.54074566363
1511,147269.52298000525
1512,185370.8808948565
1513,137949.70968438569
1514,150259.8243414848
1515,187546.0103976428
1516,144269.999331026
1517,159392.06265829108
1518,127032.88956709245
1519,233459.16720624498
1520,138777.87946102972
1521,140058.4577113747
1522,168031.5143459565
1523,114421.51116069464
1524,122515.74921550883
1525,129370.44051317014
1526,120700.43918309001
1527,109167.99331999168
1528,124308.79293463488
1529,140245.07458139927
1530,156572.3454390823
1531,122463.61751597613
1532,102829.87224357996
1533,149731.60431738023
1534,117238.69550967203
1535,148964.02579451422
1536,110550.33752315445
1537,82354.90854791028
1538,146760.4459260896
1539,190646.31704802508
1540,117467.65360218327
1541,135775.19224819375
1542,145261.8981992199
1543,203133.97621757103
1544,75510.70300746502
1545,98959.96189414439
1546,135602.12860203235
1547,150940.15514511804
1548,133089.99029859054
1549,116892.64114578845
1550,143543.15038099754
1551,114979.82466164575
1552,157788.60406917645
1553,145223.55399717527
1554,115335.33909362578
1555,167989.29205620676
1556,92084.47431374421
1557,106250.24671633219
1558,88369.03494551474
1559,96460.26656207335
1560,145460.38583587148
1561,146289.79867438215
1562,127443.43764562848
1563,118855.95361083616
1564,155681.62291455775
1565,156998.14477020656
1566,237444.27158138377
1567,67480.82127570001
1568,216816.51491876607
1569,156265.4307511085
1570,147822.79822729932
1571,119659.12650025648
1572,153750.54881309392
1573,253620.46705680896
